output_prefix	name	motif_id	cluster	total_tfbs	K4me1_mean_score	K4me1_bound	K4me2_mean_score	K4me2_bound	K4me1_K4me2_change	K4me1_K4me2_pvalue	K4me1_K4me2_highlighted
ATF6_MA1466.2	ATF6	MA1466.2	C_CREB3	101	1.65865	9	0.73535	2	-0.26033	1.40061E-43	False
ATF7_MA0834.2	ATF7	MA0834.2	C_FOSL2::JUND	128	1.47763	8	0.80402	2	-0.37687	7.69333E-64	False
MAFK_MA0496.4	MAFK	MA0496.4	C_MAFK	173	1.91146	15	0.29534	1	0.12834	7.67223E-27	False
BACH2_MA1101.3	BACH2	MA1101.3	C_FOSL1::JUN	123	2.13381	11	0.32141	1	0.21988	5.86473E-39	False
BACH2_MA1470.2	BACH2	MA1470.2	C_BACH2	133	1.67808	7	0.46526	2	-0.08503	2.72522E-16	False
BARHL1_MA0877.4	BARHL1	MA0877.4	C_BARHL1	159	1.71876	10	0.5816	3	-0.08239	4.27437E-14	False
BARHL2_MA0635.2	BARHL2	MA0635.2	C_BARHL1	159	1.71876	10	0.5816	3	-0.08239	4.27437E-14	False
BARX1_MA0875.2	BARX1	MA0875.2	C_TLX2	364	1.76686	15	0.18281	2	0.20386	1.00080E-60	False
BARX2_MA1471.2	BARX2	MA1471.2	C_BARX2	113	1.60635	6	0.06912	0	0.33987	7.14578E-51	False
BATF_MA1634.2	BATF	MA1634.2	C_FOSL1::JUN	136	2.04828	10	0.17244	0	0.29465	8.93967E-58	False
BATFJUN_MA0462.3	BATF::JUN	MA0462.3	C_FOSL1::JUN	136	2.04828	10	0.17244	0	0.29465	8.93967E-58	False
JUN_MA0488.2	JUN	MA0488.2	C_FOSL2::JUND	245	1.7199	18	0.43325	1	-0.0579	2.14830E-13	False
BATF3_MA0835.3	BATF3	MA0835.3	C_FOSL1::JUN	136	2.04828	10	0.17244	0	0.29465	8.93967E-58	False
BCL6_MA0463.3	BCL6	MA0463.3	C_BCL6	67	1.49741	4	0.64113	2	-0.28901	2.01682E-42	False
BHLHE22_MA1635.2	BHLHE22	MA1635.2	C_MYF5	441	1.85584	33	0.34201	4	0.07739	8.34716E-28	False
BHLHE23_MA0817.2	BHLHE23	MA0817.2	C_BHLHA15	58	1.17422	0	0.38791	1	-0.25163	6.62793E-29	False
BHLHE40_MA0464.3	BHLHE40	MA0464.3	C_Mlxip	44	1.14368	2	0.83075	1	-0.59587	1.12862E-53	True
BNC2_MA1928.2	BNC2	MA1928.2	C_FOSL1::JUN	136	2.04828	10	0.17244	0	0.29465	8.93967E-58	False
BSX_MA0876.2	BSX	MA0876.2	C_TLX2	364	1.76686	15	0.18281	2	0.20386	1.00080E-60	False
CDX2_MA0465.3	CDX2	MA0465.3	C_CDX2	127	1.49987	4	0.30047	1	0.05994	4.30237E-07	False
CDX4_MA1473.2	CDX4	MA1473.2	C_HOXD9	141	1.38089	5	0.15916	0	0.11683	2.94720E-18	False
CEBPA_MA0102.5	CEBPA	MA0102.5	C_CEBPA	158	1.80396	5	0.25404	4	0.21342	6.58513E-45	False
CEBPB_MA0466.4	CEBPB	MA0466.4	C_CEBPE	41	1.68232	3	0.49534	1	-0.10761	4.73575E-09	False
CEBPD_MA0836.3	CEBPD	MA0836.3	C_CEBPD	174	2.03736	11	0.20339	3	0.2858	1.91346E-52	False
CEBPE_MA0837.3	CEBPE	MA0837.3	C_CEBPE	40	1.5707	3	0.56275	1	-0.21173	1.26807E-20	False
CEBPG_MA1636.2	CEBPG	MA1636.2	C_CEBPG	166	1.72172	7	0.27556	1	0.09506	7.51840E-17	False
CLOCK_MA0819.3	CLOCK	MA0819.3	C_Mlxip	60	1.06221	2	0.78781	1	-0.56387	2.05040E-58	True
CREB1_MA0018.5	CREB1	MA0018.5	C_FOSL2::JUND	293	1.80065	18	0.37578	2	0.01997	1.99801E-03	False
CREB3_MA0638.2	CREB3	MA0638.2	C_CREB3	104	1.32962	9	0.97526	3	-0.52232	1.24937E-64	True
CREB3L1_MA0839.2	CREB3L1	MA0839.2	C_CREB3	79	2.02123	11	0.48479	0	-0.02827	5.11155E-02	False
CREB3L4_MA1474.2	CREB3L4	MA1474.2	C_CREB3	75	1.17875	6	1.0519	3	-0.62472	1.35485E-68	True
CREB3L4_MA1475.2	CREB3L4	MA1475.2	C_FOSL2::JUND	137	1.42933	6	0.80438	4	-0.37319	4.21508E-67	False
CREM_MA0609.3	CREM	MA0609.3	C_FOSL2::JUND	167	1.64691	13	0.63469	3	-0.1976	1.33852E-41	False
CTCF_MA0139.2	CTCF	MA0139.2	C_CTCF	429	1.23395	19	0.66706	10	-0.41768	2.33404E-83	True
CTCF_MA1929.2	CTCF	MA1929.2	C_CTCF	309	1.63045	31	0.60256	9	-0.20814	1.48635E-51	False
CTCF_MA1930.2	CTCF	MA1930.2	C_CTCF	328	1.52675	23	0.54677	6	-0.1941	3.13906E-52	False
CTCFL_MA1102.3	CTCFL	MA1102.3	C_CTCFL	210	1.61875	13	0.50334	3	-0.14685	6.10521E-31	False
CUX1_MA0754.3	CUX1	MA0754.3	C_ONECUT1	58	1.92444	3	0.2129	1	0.23962	1.28838E-23	False
HOXB13_MA0901.3	HOXB13	MA0901.3	C_HOXB13	158	1.4266	9	0.28855	2	0.07746	8.29186E-14	False
CUX2_MA0755.2	CUX2	MA0755.2	C_ONECUT1	60	1.93092	2	0.16207	1	0.38032	3.09428E-44	False
DBP_MA0639.2	DBP	MA0639.2	C_DBP	67	1.12457	3	0.75698	1	-0.46595	2.45912E-46	True
DLX1_MA0879.3	DLX1	MA0879.3	C_TLX2	364	1.76686	15	0.18281	2	0.20386	1.00080E-60	False
DLX6_MA0882.2	DLX6	MA0882.2	C_TLX2	364	1.76686	15	0.18281	2	0.20386	1.00080E-60	False
DMRT3_MA0610.2	DMRT3	MA0610.2	C_DMRT3	72	1.7769	2	0.34075	1	0.08781	2.25076E-10	False
DMRTA1_MA1707.2	DMRTA1	MA1707.2	C_DMRTA1	89	1.69081	2	0.21379	1	0.22406	5.19778E-32	False
DMRTA2_MA1478.2	DMRTA2	MA1478.2	C_DMRTA2	241	1.67927	8	0.22369	0	0.14099	5.16122E-32	False
DMRTC2_MA1479.2	DMRTC2	MA1479.2	C_DMRTC2	91	1.80794	5	0.34237	2	0.20752	2.80913E-29	False
DPRX_MA1480.2	DPRX	MA1480.2	C_DPRX	101	1.64133	8	0.36116	0	-0.02243	3.58142E-01	False
DRGX_MA1481.2	DRGX	MA1481.2	C_VAX2	184	1.86534	10	0.15109	1	0.32109	2.84294E-59	False
E2F2_MA0864.3	E2F2	MA0864.3	C_E2F1	52	0.99744	1	0.92269	4	-0.57612	4.98741E-50	True
E2F3_MA0469.4	E2F3	MA0469.4	C_E2F3	35	1.4394	2	0.1094	0	0.30765	9.76559E-21	False
ONECUT2_MA0756.3	ONECUT2	MA0756.3	C_ONECUT2	57	1.59073	2	0.79612	2	-0.29227	3.53932E-30	False
E2F4_MA0470.3	E2F4	MA0470.3	C_E2F1	58	0.85555	1	1.07152	4	-0.71551	4.78586E-67	True
E2F6_MA0471.3	E2F6	MA0471.3	C_E2F6	164	1.5396	8	0.66241	4	-0.25585	9.48235E-48	False
E2F8_MA0865.3	E2F8	MA0865.3	C_E2F8	66	1.36884	2	0.8413	3	-0.4519	8.74451E-59	True
EBF1_MA0154.5	EBF1	MA0154.5	C_Ebf4	147	1.98334	15	0.32782	3	0.15976	1.01874E-29	False
EBF3_MA1637.2	EBF3	MA1637.2	C_EBF3	114	1.82253	11	0.35105	2	0.09096	2.61929E-17	False
EGR1_MA0162.5	EGR1	MA0162.5	C_EGR4	294	1.84587	26	0.46954	9	-0.00709	7.01289E-01	False
EGR3_MA0732.2	EGR3	MA0732.2	C_EGR4	198	2.10098	24	0.5692	8	0.01773	1.46078E-02	False
EGR4_MA0733.2	EGR4	MA0733.2	C_EGR4	232	2.08757	25	0.46491	8	0.10063	2.29753E-29	False
EHF_MA0598.4	EHF	MA0598.4	C_ELK4	264	1.79784	23	0.54357	7	-0.05348	8.14725E-14	False
ELF1_MA0473.4	ELF1	MA0473.4	C_ELK4	287	1.86186	27	0.56334	8	-0.06583	2.49851E-15	False
ELF2_MA1483.3	ELF2	MA1483.3	C_Erg	89	1.43381	5	1.13736	5	-0.48534	6.77537E-66	True
ELF3_MA0640.3	ELF3	MA0640.3	C_ELK4	275	1.7665	24	0.53284	8	-0.05525	1.64822E-17	False
ELK1_MA0028.3	ELK1	MA0028.3	C_Erg	65	1.48999	5	1.4219	5	-0.57883	5.01039E-68	True
EOMES_MA0800.2	EOMES	MA0800.2	C_TBR1	602	2.60902	78	0.12211	3	0.53462	1.07389E-112	True
ETV7_MA1708.2	ETV7	MA1708.2	C_ELK4	167	1.80735	16	0.72638	6	-0.11875	6.73336E-24	False
HOXA1_MA1495.2	HOXA1	MA1495.2	C_VAX2	184	1.86534	10	0.15109	1	0.32109	2.84294E-59	False
ELK1HOXB13_MA1932.2	ELK1::HOXB13	MA1932.2	C_ELK1::HOXB13	70	1.33635	2	0.65535	3	-0.29027	9.43534E-37	False
PAX1_MA0779.2	PAX1	MA0779.2	C_PAX1	88	1.93926	8	0.61301	3	-0.09489	5.77939E-15	False
PAX5_MA0014.4	PAX5	MA0014.4	C_PAX5	90	1.55042	2	0.82007	1	-0.3364	7.95803E-51	False
PAX9_MA0781.2	PAX9	MA0781.2	C_PAX1	101	2.16724	11	0.37545	2	0.14608	2.38969E-23	False
SPDEF_MA0686.2	SPDEF	MA0686.2	C_SPDEF	68	1.55808	4	0.6894	1	-0.3289	9.70619E-43	False
ELK1SREBF2_MA1933.2	ELK1::SREBF2	MA1933.2	C_ELK1::SREBF2	78	1.50447	6	0.81275	2	-0.33351	3.47979E-44	False
SREBF2_MA0828.3	SREBF2	MA0828.3	C_BHLHE41	54	1.58103	4	0.48662	0	-0.20993	6.10231E-22	False
TEF_MA0843.2	TEF	MA0843.2	C_DBP	62	1.35349	3	0.5262	1	-0.16832	7.59956E-18	False
ELK3_MA0759.3	ELK3	MA0759.3	C_Erg	46	1.35673	3	1.81782	5	-0.86931	5.72624E-73	True
ELK4_MA0076.3	ELK4	MA0076.3	C_ELK4	113	1.69496	11	1.01704	6	-0.30973	8.02195E-47	False
EMX1_MA0612.3	EMX1	MA0612.3	C_VAX2	184	1.86534	10	0.15109	1	0.32109	2.84294E-59	False
EMX2_MA0886.2	EMX2	MA0886.2	C_VAX2	184	1.86534	10	0.15109	1	0.32109	2.84294E-59	False
EN1_MA0027.3	EN1	MA0027.3	C_VAX2	184	1.86534	10	0.15109	1	0.32109	2.84294E-59	False
EN2_MA0642.3	EN2	MA0642.3	C_TLX2	92	1.45168	3	0.339	2	-0.06113	1.71206E-02	False
ERF_MA0760.2	ERF	MA0760.2	C_Erg	91	1.54412	5	0.82666	4	-0.29777	8.60770E-41	False
ERFFIGLA_MA1934.2	ERF::FIGLA	MA1934.2	C_ETV2::FIGLA	130	1.73441	10	0.3335	0	0.00873	8.95849E-02	False
FIGLA_MA0820.2	FIGLA	MA0820.2	C_TCF3	443	2.05759	42	0.33873	3	0.11859	1.78697E-40	False
ERFFOXI1_MA1935.2	ERF::FOXI1	MA1935.2	C_ETV2::FOXI1	191	1.45909	8	0.50809	5	-0.11783	2.21513E-30	False
ERFFOXO1_MA1936.2	ERF::FOXO1	MA1936.2	C_FOXO1::ELK1	186	1.58918	11	0.46962	4	-0.03616	1.06806E-04	False
ERFHOXB13_MA1937.2	ERF::HOXB13	MA1937.2	C_ERF::HOXB13	66	1.36258	4	0.23537	0	0.02508	7.42121E-02	False
MAX_MA0058.4	MAX	MA0058.4	C_Mlxip	78	1.09807	4	0.80291	1	-0.58074	1.36511E-65	True
ERFNHLH1_MA1938.2	ERF::NHLH1	MA1938.2	C_ERF::NHLH1	149	1.63854	9	0.48182	3	-0.13367	3.45739E-27	False
NHLH1_MA0048.3	NHLH1	MA0048.3	C_MYF5	256	1.80334	20	0.46092	3	-0.05708	1.41935E-13	False
ERFSREBF2_MA1939.2	ERF::SREBF2	MA1939.2	C_ERF::SREBF2	72	1.54661	4	0.35191	0	-0.05832	5.64929E-08	False
ESR1_MA0112.4	ESR1	MA0112.4	C_ESR2	108	1.88832	6	0.38257	3	0.10354	9.90874E-20	False
ESRRA_MA0592.4	ESRRA	MA0592.4	C_Esrrg	148	2.12315	15	0.30758	1	0.17645	1.83199E-38	False
ESRRB_MA0141.4	ESRRB	MA0141.4	C_Esrrg	127	2.22999	14	0.35234	2	0.19085	3.19578E-39	False
ESX1_MA0644.3	ESX1	MA0644.3	C_VAX2	97	1.86688	4	0.25071	1	0.18147	9.15712E-31	False
ETS1_MA0098.4	ETS1	MA0098.4	C_Erg	98	1.62109	7	0.86607	4	-0.30512	4.42483E-46	False
ETS2_MA1484.2	ETS2	MA1484.2	C_Erg	85	1.49783	5	1.12615	5	-0.49592	9.75684E-68	True
ETV1_MA0761.3	ETV1	MA0761.3	C_Erg	268	1.72913	17	0.54915	8	-0.06083	1.72843E-14	False
ETV2_MA0762.2	ETV2	MA0762.2	C_Erg	97	1.25867	5	0.8832	4	-0.42158	9.50417E-56	True
ETV2DRGX_MA1940.2	ETV2::DRGX	MA1940.2	C_ETV5::DRGX	70	1.37102	1	0.29717	0	-0.04244	1.27393E-02	False
ETV2FIGLA_MA1941.2	ETV2::FIGLA	MA1941.2	C_ETV2::FIGLA	139	1.78291	9	0.27298	0	0.10663	5.17166E-21	False
ETV2FOXI1_MA1942.2	ETV2::FOXI1	MA1942.2	C_ETV2::FOXI1	214	1.53477	9	0.39878	3	-0.02778	7.05298E-05	False
ETV2HOXB13_MA1943.2	ETV2::HOXB13	MA1943.2	C_ETV2::HOXB13	72	1.37902	3	0.40614	0	-0.18975	2.28232E-18	False
ETV3_MA0763.2	ETV3	MA0763.2	C_Erg	68	1.55041	6	0.98357	3	-0.37999	2.13634E-45	False
ETV4_MA0764.4	ETV4	MA0764.4	C_Erg	72	1.43375	6	1.43498	6	-0.61826	3.63681E-68	True
ETV5_MA0765.4	ETV5	MA0765.4	C_Erg	46	1.50432	5	1.62157	4	-0.75154	4.50988E-69	True
ETV5DRGX_MA1944.2	ETV5::DRGX	MA1944.2	C_ETV5::DRGX	101	1.54228	4	0.27166	0	0.02769	1.00462E-02	False
ETV5FIGLA_MA1945.2	ETV5::FIGLA	MA1945.2	C_ETV2::FIGLA	177	1.75217	14	0.33674	2	0.04302	6.96297E-06	False
ETV5FOXI1_MA1946.2	ETV5::FOXI1	MA1946.2	C_FOXO1::ELK1	184	1.68312	12	0.31549	2	0.06512	1.56038E-09	False
ETV5FOXO1_MA1947.2	ETV5::FOXO1	MA1947.2	C_ETV5::FOXO1	205	1.55608	18	0.33939	2	0.02776	1.50493E-03	False
ETV5HOXA2_MA1948.2	ETV5::HOXA2	MA1948.2	C_ETV5::HOXA2	107	1.58579	3	0.24353	0	0.09252	4.34959E-08	False
HOXA2_MA0900.3	HOXA2	MA0900.3	C_VAX2	184	1.86534	10	0.15109	1	0.32109	2.84294E-59	False
ETV6_MA0645.2	ETV6	MA0645.2	C_ELK4	147	1.52829	11	0.83651	7	-0.2682	3.02326E-47	False
EVX1_MA0887.2	EVX1	MA0887.2	C_VAX2	184	1.86534	10	0.15109	1	0.32109	2.84294E-59	False
EVX2_MA0888.2	EVX2	MA0888.2	C_VAX2	184	1.86534	10	0.15109	1	0.32109	2.84294E-59	False
FEV_MA0156.4	FEV	MA0156.4	C_Erg	62	1.50422	5	1.20966	3	-0.53236	2.13288E-51	True
FLI1_MA0475.3	FLI1	MA0475.3	C_Erg	71	1.24462	4	1.07097	3	-0.52289	1.84907E-64	True
FLI1DRGX_MA1949.2	FLI1::DRGX	MA1949.2	C_FLI1::DRGX	83	1.34998	4	0.48657	1	-0.2161	1.84920E-27	False
FLI1FOXI1_MA1950.2	FLI1::FOXI1	MA1950.2	C_ETV2::FOXI1	212	1.57738	11	0.43971	5	-0.03329	1.59294E-02	False
FOS_MA0476.2	FOS	MA0476.2	C_FOSL1::JUN	167	1.91246	11	0.24122	0	0.16629	6.33231E-38	False
FOS_MA1951.2	FOS	MA1951.2	C_FOSL2::JUND	159	1.40813	9	0.80584	5	-0.38562	4.08969E-66	False
FOSJUN_MA0099.4	FOS::JUN	MA0099.4	C_FOSL1::JUN	144	1.98132	10	0.33218	2	0.18094	8.02894E-38	False
FOSJUN_MA1126.2	FOS::JUN	MA1126.2	C_FOSL2::JUND	176	1.42238	9	0.85153	4	-0.39512	1.39932E-69	False
FOSJUNB_MA1134.2	FOS::JUNB	MA1134.2	C_FOSL1::JUN	139	2.16577	13	0.25408	1	0.24957	7.40978E-45	False
JUNB_MA1140.3	JUNB	MA1140.3	C_FOSL2::JUND	140	1.48247	9	0.81571	4	-0.35273	1.10854E-57	False
JUNB_MA0490.3	JUNB	MA0490.3	C_FOSL1::JUN	157	2.07739	14	0.17376	0	0.31941	1.45482E-53	False
FOSJUND_MA1141.2	FOS::JUND	MA1141.2	C_FOSL1::JUN	170	2.03324	14	0.32165	2	0.18719	8.63089E-42	False
JUND_MA0492.2	JUND	MA0492.2	C_FOSL2::JUND	231	1.71738	14	0.47057	1	-0.08364	2.97995E-22	False
JUND_MA0491.3	JUND	MA0491.3	C_FOSL1::JUN	156	2.04783	13	0.17487	0	0.31043	4.87637E-59	False
FOSBJUNB_MA1135.2	FOSB::JUNB	MA1135.2	C_FOSL1::JUN	144	2.15135	11	0.2082	1	0.30937	3.78827E-56	False
FOSL1_MA0477.3	FOSL1	MA0477.3	C_FOSL1::JUN	145	2.03838	10	0.16174	0	0.31573	5.33447E-59	False
FOSL1JUN_MA1128.2	FOSL1::JUN	MA1128.2	C_FOSL1::JUN	176	1.95923	13	0.31069	2	0.18313	1.35800E-40	False
FOSL1JUNB_MA1137.2	FOSL1::JUNB	MA1137.2	C_FOSL1::JUN	143	2.07443	11	0.29557	2	0.24358	6.39877E-44	False
FOSL1JUND_MA1142.2	FOSL1::JUND	MA1142.2	C_FOSL1::JUN	158	2.03995	12	0.27785	1	0.18751	7.76073E-40	False
FOSL1JUND_MA1143.2	FOSL1::JUND	MA1143.2	C_FOSL2::JUND	149	1.45846	10	0.7158	4	-0.3254	1.26710E-60	False
FOSL2_MA0478.2	FOSL2	MA0478.2	C_FOSL1::JUN	224	2.45778	20	0.17163	0	0.40534	4.10837E-77	True
FOSL2JUN_MA1130.2	FOSL2::JUN	MA1130.2	C_FOSL1::JUN	154	2.02592	13	0.35507	2	0.15476	1.21557E-31	False
FOSL2JUN_MA1131.2	FOSL2::JUN	MA1131.2	C_FOSL2::JUND	184	1.44551	9	0.63258	2	-0.28097	8.15786E-53	False
FOSL2JUNB_MA1138.2	FOSL2::JUNB	MA1138.2	C_FOSL1::JUN	155	2.16767	14	0.22785	1	0.287	4.73221E-55	False
FOSL2JUNB_MA1139.2	FOSL2::JUNB	MA1139.2	C_FOSL2::JUND	146	1.34057	6	0.78254	2	-0.41618	5.53459E-60	False
FOSL2JUND_MA1144.2	FOSL2::JUND	MA1144.2	C_FOSL1::JUN	135	2.13321	11	0.22208	1	0.28539	7.37149E-49	False
FOSL2JUND_MA1145.2	FOSL2::JUND	MA1145.2	C_FOSL2::JUND	191	1.47217	12	0.71084	3	-0.31663	6.13384E-59	False
FOXA1_MA0148.5	FOXA1	MA0148.5	C_Foxo3	238	1.63024	15	0.39646	3	-0.02411	1.73900E-02	False
FOXA2_MA0047.4	FOXA2	MA0047.4	C_Foxo3	273	1.55641	17	0.38346	5	-0.02638	6.23474E-05	False
FOXA3_MA1683.2	FOXA3	MA1683.2	C_Foxo3	224	1.61909	13	0.43011	4	-0.05341	1.19178E-06	False
FOXC2_MA0846.2	FOXC2	MA0846.2	C_FOXC2	299	1.57006	13	0.23628	2	0.12253	2.47518E-30	False
FOXD1_MA0031.2	FOXD1	MA0031.2	C_Foxo3	224	1.61909	13	0.43011	4	-0.05341	1.19178E-06	False
FOXD2_MA0847.4	FOXD2	MA0847.4	C_FOXE1	286	1.46922	12	0.28439	2	0.00448	9.01090E-01	False
FOXD3_MA0041.3	FOXD3	MA0041.3	C_FOXD3	310	1.43466	12	0.21549	4	0.11841	1.61172E-31	False
FOXE1_MA1487.3	FOXE1	MA1487.3	C_FOXE1	346	1.48322	12	0.16639	2	0.19287	3.38081E-52	False
FOXF2_MA0030.2	FOXF2	MA0030.2	C_FOXF2	205	1.55843	9	0.3542	0	-0.03719	3.30996E-05	False
FOXH1_MA0479.2	FOXH1	MA0479.2	C_FOXH1	247	1.93966	18	0.10661	1	0.42246	1.94842E-74	True
FOXJ2ELF1_MA1952.2	FOXJ2::ELF1	MA1952.2	C_Erg	185	1.36925	8	0.50877	4	-0.14546	5.01457E-30	False
PITX1_MA0682.3	PITX1	MA0682.3	C_PITX3	282	1.54632	17	0.19205	1	0.1462	5.24827E-34	False
FOXK1_MA0852.3	FOXK1	MA0852.3	C_Foxo3	224	1.61909	13	0.43011	4	-0.05341	1.19178E-06	False
FOXK2_MA1103.3	FOXK2	MA1103.3	C_Foxo3	224	1.61909	13	0.43011	4	-0.05341	1.19178E-06	False
FOXO1ELF1_MA1953.2	FOXO1::ELF1	MA1953.2	C_FOXO1::ELK1	241	1.56972	11	0.39969	4	0.02028	2.36468E-05	False
FOXO1ELK1_MA1954.2	FOXO1::ELK1	MA1954.2	C_FOXO1::ELK1	230	1.50204	8	0.51183	7	-0.07788	3.99951E-13	False
FOXO1ELK3_MA1955.2	FOXO1::ELK3	MA1955.2	C_FOXO1::ELK1	192	1.37159	8	0.36672	2	-0.03328	1.06103E-04	False
FOXO1FLI1_MA1956.2	FOXO1::FLI1	MA1956.2	C_FOXO1::ELK1	207	1.48683	13	0.50669	4	-0.08194	2.22971E-16	False
FOXP1_MA0481.4	FOXP1	MA0481.4	C_Foxo3	224	1.61909	13	0.43011	4	-0.05341	1.19178E-06	False
FOXP2_MA0593.2	FOXP2	MA0593.2	C_Foxo3	332	1.67311	22	0.30033	4	0.08268	1.45465E-21	False
GABPA_MA0062.4	GABPA	MA0062.4	C_Erg	333	1.88216	30	0.48882	9	0.0204	6.35406E-05	False
GATA1_MA0035.5	GATA1	MA0035.5	C_GATA1	93	2.50354	13	0.16856	0	0.38947	2.18600E-54	False
GATA1TAL1_MA0140.3	GATA1::TAL1	MA0140.3	C_GATA1::TAL1	179	2.02041	14	0.20642	1	0.30266	3.52137E-56	False
GATA2_MA0036.4	GATA2	MA0036.4	C_GATA2	80	1.46711	2	0.34767	1	0.01391	9.94767E-01	False
GATA4_MA0482.3	GATA4	MA0482.3	C_GATA2	93	1.4397	2	0.32107	1	0.01692	9.10649E-02	False
GATA5_MA0766.3	GATA5	MA0766.3	C_GATA2	82	1.43785	3	0.38823	1	-0.07422	4.53793E-07	False
GATA6_MA1104.3	GATA6	MA1104.3	C_GATA2	115	1.67124	3	0.28834	1	0.12559	6.97575E-24	False
GBX1_MA0889.2	GBX1	MA0889.2	C_TLX2	92	1.45168	3	0.339	2	-0.06113	1.71206E-02	False
GBX2_MA0890.2	GBX2	MA0890.2	C_TLX2	364	1.76686	15	0.18281	2	0.20386	1.00080E-60	False
GCM1_MA0646.2	GCM1	MA0646.2	C_GCM1	69	1.5026	3	0.36672	0	-0.13337	3.05192E-20	False
SOX2_MA0143.5	SOX2	MA0143.5	C_Sox3	281	2.44033	39	0.15628	2	0.42896	4.84908E-82	True
GCM2_MA0767.2	GCM2	MA0767.2	C_GCM2	99	2.11592	8	0.27199	1	0.19402	9.41783E-32	False
GFI1_MA0038.3	GFI1	MA0038.3	C_GFI1	227	2.04379	18	0.32704	4	0.12441	1.63840E-27	False
GLI3_MA1491.3	GLI3	MA1491.3	C_GLI3	121	2.3978	14	0.15202	2	0.47519	1.17716E-70	True
GLIS1_MA0735.2	GLIS1	MA0735.2	C_GLIS3	101	2.42547	11	0.21773	0	0.27965	6.55795E-47	False
GRHL1_MA0647.2	GRHL1	MA0647.2	C_GRHL1	68	1.5585	3	0.33967	1	-0.01165	6.39884E-01	False
GRHL2_MA1105.3	GRHL2	MA1105.3	C_GRHL2	159	1.83806	11	0.33473	3	0.13891	5.27493E-27	False
GSC_MA0648.2	GSC	MA0648.2	C_PITX3	282	1.54632	17	0.19205	1	0.1462	5.24827E-34	False
GSC2_MA0891.2	GSC2	MA0891.2	C_PITX3	282	1.54632	17	0.19205	1	0.1462	5.24827E-34	False
GSX1_MA0892.2	GSX1	MA0892.2	C_VAX2	184	1.86534	10	0.15109	1	0.32109	2.84294E-59	False
GSX2_MA0893.3	GSX2	MA0893.3	C_VAX2	69	2.05256	5	0.1591	1	0.38841	5.74028E-52	False
TCF3_MA0522.4	TCF3	MA0522.4	C_TCF3	138	1.7017	10	0.49288	3	-0.10713	4.12518E-19	False
HAND2_MA1638.2	HAND2	MA1638.2	C_NEUROD1	639	1.74151	35	0.36227	8	0.01284	1.12715E-01	False
HES1_MA1099.3	HES1	MA1099.3	C_HEY1	62	1.12418	4	1.13444	2	-0.71858	1.29936E-74	True
HES2_MA0616.3	HES2	MA0616.3	C_HEY1	71	1.46407	4	0.74222	2	-0.37598	4.45783E-49	False
HESX1_MA0894.2	HESX1	MA0894.2	C_TLX2	364	1.76686	15	0.18281	2	0.20386	1.00080E-60	False
HEY2_MA0649.2	HEY2	MA0649.2	C_HEY1	67	1.41311	3	0.55355	1	-0.29387	8.65226E-39	False
HIC2_MA0738.2	HIC2	MA0738.2	C_HIC2	252	1.84422	17	0.25245	1	0.14159	1.18062E-31	False
HIF1A_MA1106.2	HIF1A	MA1106.2	C_ARNT::HIF1A	129	1.36582	7	0.62514	4	-0.32232	8.86660E-52	False
HINFP_MA0131.3	HINFP	MA0131.3	C_HINFP	51	1.53139	4	0.86743	3	-0.26837	9.76298E-29	False
HLF_MA0043.4	HLF	MA0043.4	C_NFIL3	134	1.77705	10	0.32559	2	0.07506	1.06488E-09	False
HMBOX1_MA0895.2	HMBOX1	MA0895.2	C_HMBOX1	54	1.74813	5	0.16476	0	0.24187	3.80095E-25	False
HNF1A_MA0046.3	HNF1A	MA0046.3	C_HNF1B	119	2.19767	11	0.2087	1	0.34757	1.69985E-54	False
HNF4A_MA1494.2	HNF4A	MA1494.2	C_HNF4A	141	1.93021	7	0.07134	0	0.46111	5.75102E-74	True
HNF4A_MA0114.5	HNF4A	MA0114.5	C_HNF4A	185	2.06926	18	0.19781	1	0.29281	6.75042E-58	False
